StationID,StationName,StationNameEN,StationAttribute,DateTime,AirPressure,AirTemperature,RelativeHumidity,WindSpeed,WindDirection,Precipitation,SunshineDuration
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-02T14:00:00+08:00,1010.1,15.7,92,2.7,"北北東,NNE",0.0,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-02T15:00:00+08:00,1010.0,15.8,92,2.3,"北,N",0.5,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-02T16:00:00+08:00,1010.5,15.3,93,3.2,"北,N",0.0,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-02T17:00:00+08:00,1011.6,15.0,94,3.3,"北,N",T,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-02T18:00:00+08:00,1011.9,14.9,95,2.2,"北北東,NNE",T,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-02T19:00:00+08:00,1012.2,14.9,95,2.2,"北北東,NNE",T,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-02T20:00:00+08:00,1012.9,15.0,95,3.0,"北,N",T,
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-02T21:00:00+08:00,1013.0,15.1,95,3.0,"北,N",T,
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-02T22:00:00+08:00,1013.1,15.3,96,2.4,"北,N",T,
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-02T23:00:00+08:00,1013.4,15.7,95,1.7,"北北東,NNE",0.0,
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-03T00:00:00+08:00,1013.2,15.7,93,2.4,"北,N",0.0,
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-03T01:00:00+08:00,1013.3,15.2,94,3.0,"北北東,NNE",T,
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-03T02:00:00+08:00,1013.5,14.8,95,2.6,"北北東,NNE",T,
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-03T03:00:00+08:00,1013.3,14.6,96,2.9,"北,N",T,
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-03T04:00:00+08:00,1013.4,14.5,96,2.8,"北北東,NNE",0.5,
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-03T05:00:00+08:00,1013.8,14.5,96,2.0,"北北東,NNE",T,
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-03T06:00:00+08:00,1014.7,14.3,95,2.7,"北,N",T,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-03T07:00:00+08:00,1015.6,13.4,95,3.4,"北,N",T,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-03T08:00:00+08:00,1016.8,12.9,94,3.8,"北,N",0.5,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-03T09:00:00+08:00,1017.9,12.5,93,3.9,"北,N",T,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-03T10:00:00+08:00,1017.9,12.1,93,3.0,"北北東,NNE",T,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-03T11:00:00+08:00,1017.4,12.2,93,3.5,"北北東,NNE",0.5,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-03T12:00:00+08:00,1016.9,12.3,92,4.2,"北北東,NNE",T,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-03T13:00:00+08:00,1016.3,12.3,92,3.2,"北北東,NNE",T,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-03T14:00:00+08:00,1016.6,12.0,90,3.7,"北,N",T,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-03T15:00:00+08:00,1017.4,11.0,92,3.6,"北,N",0.5,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-03T16:00:00+08:00,1017.9,10.4,92,3.9,"北,N",T,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-03T17:00:00+08:00,1018.7,10.7,88,4.0,"北北東,NNE",T,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-03T18:00:00+08:00,1019.1,10.3,91,3.6,"北北東,NNE",T,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-03T19:00:00+08:00,1019.2,10.8,88,3.5,"北北東,NNE",T,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-03T20:00:00+08:00,1019.4,11.3,87,2.3,"北北東,NNE",T,
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-03T21:00:00+08:00,1019.9,11.5,89,2.8,"北北東,NNE",T,
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-03T22:00:00+08:00,1020.0,11.6,89,2.4,"北北東,NNE",T,
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-03T23:00:00+08:00,1020.2,11.0,92,3.6,"北北東,NNE",T,
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-04T00:00:00+08:00,1020.3,11.2,90,4.3,"北北東,NNE",T,
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-04T01:00:00+08:00,1021.1,11.1,83,4.2,"北北東,NNE",T,
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-04T02:00:00+08:00,1021.1,10.3,87,3.7,"北北東,NNE",0.5,
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-04T03:00:00+08:00,1020.7,10.2,86,4.4,"北北東,NNE",T,
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-04T04:00:00+08:00,1020.5,10.6,82,3.4,"東北,NE",0.0,
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-04T05:00:00+08:00,1020.2,10.7,79,2.8,"東北,NE",0.0,
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-04T06:00:00+08:00,1020.2,10.7,76,2.8,"東北,NE",0.0,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-04T07:00:00+08:00,1020.3,10.5,78,2.8,"北北東,NNE",0.0,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-04T08:00:00+08:00,1020.8,11.4,65,3.5,"北北東,NNE",0.5,0.6
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-04T09:00:00+08:00,1020.7,13.0,61,2.2,"北北東,NNE",0.0,1.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-04T10:00:00+08:00,1020.0,13.9,55,4.2,"北北東,NNE",0.0,1.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-04T11:00:00+08:00,1019.7,15.2,49,3.3,"東北,NE",0.0,1.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-04T12:00:00+08:00,1018.7,16.0,46,5.2,"北北東,NNE",0.0,1.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-04T13:00:00+08:00,1017.1,15.7,48,5.4,"北北東,NNE",0.0,1.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-04T14:00:00+08:00,1016.9,15.6,48,4.2,"北北東,NNE",0.0,1.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-04T15:00:00+08:00,1017.0,14.7,50,3.8,"北北東,NNE",0.0,1.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-04T16:00:00+08:00,1018.2,13.7,52,5.5,"東北,NE",0.0,1.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-04T17:00:00+08:00,1018.6,13.0,56,4.5,"北北東,NNE",0.0,0.7
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-04T18:00:00+08:00,1018.4,12.1,57,2.9,"東北,NE",0.0,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-04T19:00:00+08:00,1018.4,11.8,56,2.4,"東北,NE",0.0,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-04T20:00:00+08:00,1018.9,11.7,56,1.6,"東北,NE",0.0,
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-04T21:00:00+08:00,1018.7,11.6,53,2.8,"東北東,ENE",0.0,
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-04T22:00:00+08:00,1018.4,11.8,50,1.9,"東北,NE",0.0,
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-04T23:00:00+08:00,1017.7,12.1,48,2.5,"北北東,NNE",0.0,
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-05T00:00:00+08:00,1017.6,12.3,49,2.0,"北北東,NNE",0.0,
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-05T01:00:00+08:00,1017.7,12.5,48,2.1,"北北東,NNE",0.0,
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-05T02:00:00+08:00,1017.3,12.5,51,1.1,"東北,NE",0.0,
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-05T03:00:00+08:00,1016.9,12.5,52,1.0,"東北東,ENE",0.0,
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-05T04:00:00+08:00,1017.1,12.3,54,1.1,"東,E",0.0,
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-05T05:00:00+08:00,1017.1,12.1,57,0.8,"東北,NE",0.0,
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-05T06:00:00+08:00,1016.9,12.0,60,1.7,"東北東,ENE",0.0,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-05T07:00:00+08:00,1017.2,12.2,61,1.6,"東北,NE",0.0,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-05T08:00:00+08:00,1016.9,13.1,59,1.3,"東北,NE",0.0,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-05T09:00:00+08:00,1016.9,14.7,54,1.9,"北北東,NNE",0.0,0.3
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-05T10:00:00+08:00,1016.6,16.4,48,2.2,"北北東,NNE",0.0,0.3
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-05T11:00:00+08:00,1015.7,18.4,41,1.8,"東,E",0.0,0.6
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-05T12:00:00+08:00,1014.8,18.7,41,2.5,"北北東,NNE",0.0,0.1
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-05T13:00:00+08:00,1014.0,19.1,42,1.9,"北,N",0.0,0.2
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-05T14:00:00+08:00,1013.3,18.9,41,1.0,"東北,NE",0.0,0.2
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-05T15:00:00+08:00,1013.3,18.5,44,1.7,"北北東,NNE",0.0,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-05T16:00:00+08:00,1013.4,17.9,49,1.5,"北北東,NNE",0.0,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-05T17:00:00+08:00,1014.0,17.2,52,1.6,"北北東,NNE",0.0,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-05T18:00:00+08:00,1014.1,16.2,56,2.2,"東北東,ENE",0.0,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-05T19:00:00+08:00,1014.5,15.2,61,1.1,"東,E",0.0,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-05T20:00:00+08:00,1015.7,14.6,64,1.4,"北北東,NNE",0.0,
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-05T21:00:00+08:00,1016.0,14.4,64,0.8,"東南東,ESE",0.0,
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-05T22:00:00+08:00,1016.4,14.1,70,0.6,"東北,NE",0.0,
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-05T23:00:00+08:00,1016.1,14.4,69,1.0,"東,E",0.0,
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-06T00:00:00+08:00,1015.8,14.7,67,0.4,"東,E",0.0,
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-06T01:00:00+08:00,1015.4,14.8,68,0.8,"東,E",0.0,
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-06T02:00:00+08:00,1015.0,14.9,71,1.3,"東北東,ENE",0.0,
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-06T03:00:00+08:00,1014.9,14.8,73,0.3,"北北東,NNE",0.0,
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-06T04:00:00+08:00,1014.7,14.7,75,1.2,"東,E",0.0,
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-06T05:00:00+08:00,1014.8,14.6,78,0.9,"東北東,ENE",0.0,
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-06T06:00:00+08:00,1015.3,14.8,78,0.8,"東南東,ESE",0.0,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-06T07:00:00+08:00,1016.3,14.8,78,0.2,"靜風,Calm",0.0,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-06T08:00:00+08:00,1016.4,14.9,79,0.7,"東南東,ESE",0.0,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-06T09:00:00+08:00,1016.8,15.3,79,0.8,"東,E",0.0,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-06T10:00:00+08:00,1016.7,15.9,76,1.4,"東,E",0.0,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-06T11:00:00+08:00,1015.6,16.8,73,1.4,"東,E",0.0,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-06T12:00:00+08:00,1014.4,17.6,70,1.8,"東北東,ENE",0.0,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-06T13:00:00+08:00,1013.3,19.8,62,0.4,"西北,NW",0.0,0.2
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-06T14:00:00+08:00,1012.4,20.1,56,0.5,"東,SE",0.0,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-06T15:00:00+08:00,1012.4,19.5,55,0.6,"西南西,WSW",0.0,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-06T16:00:00+08:00,1012.8,19.1,68,1.9,"東北東,ENE",0.0,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-06T17:00:00+08:00,1013.5,18.6,70,1.2,"東北東,ENE",0.0,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-06T18:00:00+08:00,1014.3,17.4,76,1.7,"東北東,ENE",0.0,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-06T19:00:00+08:00,1015.0,17.0,78,1.5,"東北,NE",0.0,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-06T20:00:00+08:00,1015.5,16.6,80,0.8,"北北東,NNE",0.0,
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-06T21:00:00+08:00,1015.2,16.3,81,0.8,"東,E",0.0,
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-06T22:00:00+08:00,1015.6,16.5,81,0.9,"北,N",0.0,
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-06T23:00:00+08:00,1016.1,16.0,84,1.7,"北北東,NNE",0.0,
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-07T00:00:00+08:00,1016.2,16.3,86,1.1,"北,N",0.0,
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-07T01:00:00+08:00,1016.7,16.0,89,1.7,"北北東,NNE",0.0,
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-07T02:00:00+08:00,1016.5,15.8,93,1.0,"北北東,NNE",T,
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-07T03:00:00+08:00,1016.1,15.8,95,0.5,"北北東,NNE",T,
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-07T04:00:00+08:00,1016.0,15.2,94,2.2,"北北東,NNE",T,
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-07T05:00:00+08:00,1016.8,14.0,94,3.7,"北北東,NNE",T,
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-07T06:00:00+08:00,1017.3,13.8,93,3.1,"北北東,NNE",T,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-07T07:00:00+08:00,1017.6,13.7,92,3.7,"北北東,NNE",0.0,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-07T08:00:00+08:00,1018.3,13.8,90,3.2,"北北東,NNE",T,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-07T09:00:00+08:00,1019.5,14.0,88,3.7,"北北東,NNE",0.0,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-07T10:00:00+08:00,1019.7,14.1,88,3.5,"東北,NE",0.0,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-07T11:00:00+08:00,1018.9,13.9,87,3.8,"北北東,NNE",0.0,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-07T12:00:00+08:00,1018.6,13.5,86,4.7,"北北東,NNE",0.0,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-07T13:00:00+08:00,1018.2,14.1,80,4.5,"東北,NE",0.0,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-07T14:00:00+08:00,1017.8,13.2,85,4.8,"北北東,NNE",T,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-07T15:00:00+08:00,1018.4,12.1,84,4.9,"東北,NE",T,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-07T16:00:00+08:00,1019.2,12.5,70,4.6,"東北,NE",0.0,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-07T17:00:00+08:00,1020.2,12.7,64,3.3,"東北,NE",0.0,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-07T18:00:00+08:00,1020.7,12.4,64,3.5,"北北東,NNE",0.0,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-07T19:00:00+08:00,1021.5,12.2,68,4.7,"東北,NE",0.0,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-07T20:00:00+08:00,1022.2,11.8,71,4.3,"北北東,NNE",0.0,
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-07T21:00:00+08:00,1022.2,12.0,70,2.7,"北北東,NNE",0.0,
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-07T22:00:00+08:00,1021.8,12.1,72,3.0,"北北東,NNE",0.0,
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-07T23:00:00+08:00,1021.6,11.4,81,4.9,"北北東,NNE",0.0,
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-08T00:00:00+08:00,1022.1,11.2,81,4.3,"北北東,NNE",0.0,
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-08T01:00:00+08:00,1021.8,10.7,84,4.3,"北北東,NNE",0.0,
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-08T02:00:00+08:00,1021.5,10.7,81,3.7,"北北東,NNE",0.0,
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-08T03:00:00+08:00,1021.7,10.6,74,3.9,"北北東,NNE",0.0,
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-08T04:00:00+08:00,1022.2,10.3,76,3.8,"北北東,NNE",T,
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-08T05:00:00+08:00,1022.0,10.3,76,3.2,"東北,NE",T,
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-08T06:00:00+08:00,1022.1,10.3,76,3.2,"東北,NE",0.0,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-08T07:00:00+08:00,1022.5,10.3,72,4.0,"東北,NE",0.0,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-08T08:00:00+08:00,1023.1,10.6,67,3.0,"北北東,NNE",0.0,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-08T09:00:00+08:00,1024.1,10.6,62,4.1,"北北東,NNE",0.0,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-08T10:00:00+08:00,1024.4,10.4,59,5.5,"北北東,NNE",0.0,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-08T11:00:00+08:00,1024.3,10.1,59,4.7,"北北東,NNE",0.0,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-08T12:00:00+08:00,1023.5,10.2,58,5.3,"東北,NE",0.0,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-08T13:00:00+08:00,1022.6,9.9,58,4.4,"北北東,NNE",0.0,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-08T14:00:00+08:00,1022.0,9.9,58,3.6,"北北東,NNE",0.0,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-08T15:00:00+08:00,1022.1,9.9,62,4.1,"東北,NE",0.0,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-08T16:00:00+08:00,1021.9,9.9,62,3.8,"東北,NE",0.0,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-08T17:00:00+08:00,1022.4,9.7,63,5.3,"北北東,NNE",0.0,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-08T18:00:00+08:00,1023.0,9.1,69,4.2,"北北東,NNE",0.0,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-08T19:00:00+08:00,1023.0,9.0,71,3.1,"北北東,NNE",0.0,0.0
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-08T20:00:00+08:00,1022.9,9.6,65,2.7,"東北,NE",0.0,
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-08T21:00:00+08:00,1022.9,10.0,63,2.3,"北北東,NNE",0.0,
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-08T22:00:00+08:00,1022.7,10.0,65,3.6,"北北東,NNE",0.0,
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-08T23:00:00+08:00,1022.3,10.3,65,4.1,"東北,NE",0.0,
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-09T00:00:00+08:00,1022.3,10.5,64,3.3,"東北,NE",0.0,
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-09T01:00:00+08:00,1022.5,10.5,65,3.2,"北北東,NNE",0.0,
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-09T02:00:00+08:00,1022.7,10.4,67,3.1,"北北東,NNE",0.0,
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-09T03:00:00+08:00,1022.8,10.4,70,2.5,"東北,NE",0.0,
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-09T04:00:00+08:00,1022.5,10.1,75,2.4,"東北,NE",0.0,
467571,新竹,HSINCHU,署屬有人氣象站,2025-02-09T05:00:00+08:00,1022.9,9.9,80,2.6,"東北,NE",0.0,
